Kingdom,Phylum,Class,Order,Family,Genus,Species,ASVs,S13_cyc_100_cont,S14_cyc_100_cont,S15_cyc_100_cont,S16_cyc_100_Fe,S17_cyc_100_Fe,S18_cyc_100_Fe,S19_cyc_DCM_cont,S20_cyc_DCM_cont,S21_cyc_DCM_cont,S22_cyc_DCM_Fe,S23_cyc_DCM_Fe,S24_cyc_DCM_Fe,S67_anti_100_cont,S68_anti_100_cont,S69_anti_100_cont,S70_anti_100_Fe,S71_anti_100_Fe,S72_anti_100_Fe,S73_anti_DCM_cont,S74_anti_DCM_cont,S75_anti_DCM_cont,S76_anti_DCM_Fe,S77_anti_DCM_Fe,S78_anti_DCM_Fe
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA,ASV_126,64,81,34,37,42,36,38,38,24,26,41,56,45,75,86,83,41,35,30,50,41,30,21,22
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA,ASV_127,51,67,31,35,42,40,124,93,28,59,194,210,2,14,16,8,13,4,10,3,2,6,4,4
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_IV,NA,NA,ASV_128,18,15,16,17,12,13,2,0,6,1,9,7,87,155,231,125,121,97,41,16,20,18,13,16
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,NA,ASV_129,32,42,64,44,30,50,44,36,38,24,89,56,19,93,93,61,44,29,40,30,19,33,13,28
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_130,35,45,40,26,41,48,49,37,51,24,63,38,26,54,71,43,33,27,61,46,31,61,44,40
Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,NA,ASV_131,83,74,54,77,73,111,52,26,40,24,44,72,3,10,2,8,4,1,41,48,51,50,37,42
Bacteria,NA,NA,NA,NA,NA,NA,ASV_132,0,0,0,0,0,0,0,0,0,0,0,1,125,182,246,199,99,72,26,21,9,25,15,7
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_133,43,60,49,46,37,61,50,37,57,29,101,53,20,45,52,17,31,22,36,42,32,44,19,41
Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,NA,ASV_134,7,14,14,8,5,15,174,86,71,94,195,208,0,0,0,0,0,0,32,21,18,16,21,22
Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA,NA,ASV_135,83,100,49,54,64,80,73,42,59,48,93,67,4,12,16,6,5,2,42,31,21,30,19,18
Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,NA,ASV_136,13,11,7,6,9,19,127,72,58,67,169,161,2,0,0,0,1,0,58,57,52,51,35,42
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA,ASV_137,140,151,69,132,123,122,56,28,17,63,31,33,4,13,12,8,5,4,0,0,2,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_138,26,38,55,35,24,53,47,35,39,27,69,53,27,67,83,47,40,24,52,37,28,44,33,30
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_139,4,18,19,13,4,28,20,6,11,15,32,22,42,114,122,104,68,47,72,62,48,43,38,55
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b_marine_group,NA,ASV_140,2,3,1,1,3,0,1,0,4,6,1,8,11,6,9,6,7,12,155,198,143,149,142,108
Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,ASV_141,19,12,10,13,11,21,29,21,26,20,38,53,38,46,82,50,42,24,57,70,44,100,72,71
Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA,NA,ASV_142,11,3,6,7,14,18,16,8,12,11,20,30,59,87,144,82,101,77,35,48,44,57,49,24
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_143,58,62,44,41,44,60,33,27,45,14,76,36,16,68,93,63,54,24,23,16,13,19,5,28
Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,NA,ASV_144,24,23,12,24,14,22,20,23,16,13,30,33,41,49,85,56,51,31,62,71,64,63,56,55
Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,NA,ASV_145,20,23,7,11,13,20,89,60,46,87,101,105,0,11,8,5,8,7,50,58,49,54,51,52
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,NA,ASV_146,4,4,4,7,1,4,388,0,51,0,176,285,3,1,1,0,0,1,0,0,0,4,0,0
Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,ASV_147,86,117,76,69,103,69,77,52,59,50,88,84,1,0,1,0,0,0,0,1,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_148,43,52,56,59,36,63,49,46,75,28,108,55,5,32,30,15,21,7,22,30,17,28,28,26
Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,ASV_149,29,32,28,23,41,30,84,74,46,74,114,47,4,5,8,2,4,8,34,47,51,65,49,24
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,phenolica,ASV_150,63,91,53,25,79,73,2,0,2,1,1,20,12,50,21,12,93,14,21,58,11,24,186,4
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA,ASV_151,37,51,34,26,20,66,58,25,28,37,57,75,12,22,16,10,10,19,64,57,32,40,70,50
Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA,ASV_152,46,66,14,61,39,70,108,93,23,56,157,179,1,2,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA,ASV_153,47,72,33,43,22,120,27,11,15,35,20,30,34,63,79,59,51,46,10,21,19,9,20,24
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_154,6,5,8,11,8,11,8,2,3,1,8,4,65,133,171,98,91,45,45,49,26,51,24,30
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae1,Alcanivorax,jadensis,ASV_155,0,1,0,0,3,0,0,17,2,19,87,680,2,14,3,13,2,5,9,15,1,12,8,5
Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus_Actinomarina,NA,ASV_156,50,59,43,41,29,47,52,20,54,40,81,39,11,21,22,27,21,20,92,37,31,12,15,24
Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,ASV_157,16,18,10,5,27,11,22,12,13,6,19,21,54,77,69,72,49,42,52,70,42,73,46,30
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA,ASV_158,10,11,9,6,9,7,4,2,2,1,5,1,60,90,127,83,61,64,65,59,52,41,44,42
Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus_Actinomarina,NA,ASV_159,5,5,2,4,2,7,5,1,5,3,8,7,4,6,7,13,3,7,229,124,115,110,71,111
Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,NA,NA,NA,ASV_160,14,15,11,19,13,10,23,21,8,17,38,19,17,63,58,41,32,33,88,68,41,92,49,53
Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,NA,NA,NA,ASV_161,51,50,22,29,41,37,61,32,13,35,59,58,24,23,28,22,15,14,57,34,26,53,32,22
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,NA,ASV_162,36,35,43,33,42,53,25,13,28,16,59,15,34,62,81,67,48,26,27,22,14,17,18,19
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,NA,NA,NA,ASV_163,17,26,34,18,29,33,67,38,40,12,59,36,5,11,12,14,6,5,82,50,69,54,41,74
Bacteria,NA,NA,NA,NA,NA,NA,ASV_164,12,20,30,18,21,27,83,68,65,51,128,111,3,0,1,2,0,0,29,42,27,43,27,22
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA,ASV_165,95,115,52,57,78,130,55,20,10,40,58,113,0,0,1,0,1,0,0,0,0,0,0,0
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4_marine_group,NA,NA,NA,ASV_166,22,64,38,42,39,50,99,56,73,62,138,116,0,0,0,0,0,0,5,3,1,5,2,4
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,NA,ASV_167,74,55,27,27,28,34,12,13,25,21,25,25,26,57,84,37,51,24,38,40,27,26,23,17
Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA,NA,ASV_168,13,18,5,10,10,11,5,5,5,7,7,10,35,45,71,50,44,46,91,64,48,93,60,58
Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus_Actinomarina,NA,ASV_169,43,42,48,22,29,49,27,17,52,27,65,47,15,29,32,32,16,21,67,24,28,32,21,23
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_170,24,32,31,38,13,25,18,20,13,7,42,21,27,82,92,78,40,29,38,25,28,22,21,40
Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA,ASV_171,72,81,47,58,60,75,57,57,2,64,116,95,1,0,0,0,0,0,0,0,0,5,0,0
Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA,ASV_172,22,38,15,49,54,42,83,37,72,66,44,68,2,7,10,9,7,4,15,32,23,46,21,22
Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,NA,NA,NA,ASV_173,66,92,68,94,75,48,76,29,59,22,71,77,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA,ASV_174,63,86,35,56,50,79,21,27,11,20,14,26,32,36,37,28,21,18,28,22,16,18,17,16
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_175,4,10,4,10,1,12,3,3,6,5,7,10,48,121,110,90,103,49,41,34,29,31,20,26
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_176,46,64,70,39,49,64,93,43,48,35,109,69,1,15,6,3,0,1,5,3,3,2,5,3
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA,ASV_177,114,98,80,72,75,105,39,18,48,26,61,34,1,0,0,0,0,0,0,0,2,0,0,0
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b_marine_group,NA,ASV_178,50,51,38,37,56,30,66,36,63,68,117,154,0,0,0,0,0,0,0,2,0,2,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_179,29,36,39,37,28,42,49,34,30,24,60,38,15,34,36,29,27,25,45,22,17,26,28,19
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA,ASV_180,73,86,42,57,60,77,36,30,32,23,26,51,13,13,12,9,2,4,26,25,12,22,14,18
Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,ASV_181,12,15,13,10,18,14,43,19,20,32,34,36,19,20,20,17,10,10,65,68,61,75,59,73
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,NA,ASV_182,35,54,27,33,36,54,22,17,2,23,33,23,13,14,22,25,17,8,51,50,29,78,41,48
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,NA,ASV_183,40,53,58,39,45,61,41,22,50,12,74,58,15,29,33,25,17,11,18,6,13,6,4,22
Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,ASV_184,42,39,14,16,42,18,79,70,52,89,144,138,1,3,0,0,0,0,0,1,0,0,0,0
Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,NA,ASV_185,16,6,9,4,4,4,79,43,24,24,66,96,0,1,0,1,0,0,63,59,65,64,55,55
Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_CC9902,NA,ASV_186,11,31,14,18,23,26,57,45,29,38,88,60,1,0,0,1,0,0,64,49,60,47,34,39
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_187,22,27,21,14,20,19,35,16,28,18,40,25,27,74,46,57,37,43,50,28,17,17,15,30
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_188,18,27,21,8,30,25,8,4,17,8,22,19,41,81,77,71,55,38,31,33,10,26,34,21
Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,ASV_189,1,0,0,0,1,1,0,0,3,1,1,0,5,4,4,10,3,4,114,132,142,109,97,90
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group,NA,ASV_190,0,0,0,0,2,0,0,0,0,1,0,0,65,151,222,119,102,54,0,0,0,2,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_191,10,11,22,14,7,16,10,12,10,0,16,9,38,88,105,76,56,53,33,38,29,28,16,19
Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,NA,ASV_192,7,3,1,4,3,4,7,2,0,1,3,5,77,131,118,143,54,71,22,8,20,18,3,10
Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,ASV_193,1,5,0,0,1,3,2,6,0,8,11,9,0,4,6,6,3,6,102,129,99,100,114,94
Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA,ASV_194,26,44,17,47,43,41,75,26,71,59,44,63,4,2,9,4,3,4,14,20,18,33,18,17
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_195,14,10,15,12,7,13,36,21,18,16,37,30,24,49,59,59,43,25,54,38,33,27,21,32
Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,NA,ASV_196,0,2,0,0,2,3,0,0,0,1,0,0,53,121,121,95,51,59,33,39,22,42,28,21
Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,OCS116_clade,NA,NA,ASV_197,99,66,48,55,49,49,40,29,58,36,46,68,3,4,5,7,1,2,1,3,0,0,1,5
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_198,5,8,10,6,12,14,9,9,12,6,15,8,39,95,93,53,73,42,36,25,23,25,18,28
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_199,30,26,50,31,31,43,36,21,30,22,53,44,9,43,30,21,21,13,22,23,21,15,16,11
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_200,26,21,33,18,17,39,41,42,43,24,85,53,4,15,7,9,2,7,36,32,24,34,17,32
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_201,19,35,23,19,23,33,52,29,17,22,55,32,8,27,18,15,19,17,36,30,34,37,23,32
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_202,0,1,3,0,2,1,1,1,3,4,1,2,43,101,113,98,62,50,38,34,19,34,5,38
Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,ASV_203,24,19,10,9,21,14,13,17,9,17,32,26,44,82,85,50,45,38,20,12,21,12,18,12
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,NA,ASV_204,38,36,45,26,31,46,35,29,39,19,61,28,5,34,29,26,18,15,28,18,7,8,12,14
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA,ASV_205,53,74,34,47,37,57,22,14,2,17,22,24,5,3,12,3,0,3,33,34,43,34,51,22
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_206,2,1,2,2,4,2,1,0,0,0,4,0,42,112,124,84,90,29,28,35,15,19,29,17
Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,NA,ASV_207,44,39,26,29,23,55,70,48,41,59,94,85,0,0,1,0,0,0,5,5,2,7,3,5
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA,ASV_208,31,50,37,41,28,44,45,33,3,64,69,131,4,3,13,4,6,7,7,3,5,4,3,6
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_209,20,14,25,20,13,17,10,11,15,14,24,9,24,69,76,50,31,26,41,27,24,25,18,35
Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,NA,NA,NA,ASV_210,23,24,41,41,20,27,86,50,52,24,108,135,0,0,0,0,0,0,2,1,0,2,0,1
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,NA,ASV_211,29,19,28,14,22,32,25,11,22,8,36,15,29,70,72,59,38,21,17,12,14,23,11,8
Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus_Actinomarina,NA,ASV_212,48,47,29,23,23,33,18,14,25,24,55,43,10,22,23,18,10,10,54,26,20,20,18,20
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_213,31,34,34,36,30,36,42,29,38,26,77,39,6,21,22,9,7,12,24,15,10,14,16,21
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_214,25,8,28,16,17,33,14,12,19,10,12,16,27,78,61,40,58,23,25,32,18,18,13,22
Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA,NA,ASV_215,9,12,19,7,15,30,4,2,8,2,3,5,36,77,125,103,79,62,7,4,6,4,0,5
Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA,ASV_216,36,41,34,17,31,33,51,38,31,40,68,53,0,3,0,2,2,2,26,23,22,20,24,23
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_217,25,17,22,15,16,22,16,13,24,18,18,11,33,58,63,45,36,29,32,25,22,26,16,17
Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmata_or,Thermoplasmata_fa,Marine_Group_III,NA,ASV_218,13,12,11,13,12,6,18,26,15,14,28,42,31,43,53,50,23,30,25,31,32,44,26,19
Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA,ASV_219,3,8,11,6,17,14,24,12,35,24,42,26,16,26,56,18,23,17,36,27,50,61,28,31
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_220,12,25,20,24,21,35,19,18,21,12,30,15,15,51,45,36,27,23,32,29,26,30,26,18
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA,ASV_221,46,70,14,50,31,50,13,14,20,12,15,17,21,35,59,28,24,26,11,7,11,7,18,10
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA,ASV_222,69,59,45,67,39,69,26,9,31,15,38,14,4,12,9,10,6,5,17,21,6,8,12,16
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV_223,4,6,1,1,5,8,1,1,2,1,5,9,94,125,75,168,29,53,1,4,2,4,1,2
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_224,31,40,28,37,31,30,58,24,39,13,70,44,7,17,21,5,15,13,16,18,11,15,5,12
Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,NA,NA,ASV_225,8,6,10,4,8,10,3,9,3,1,12,4,43,77,96,52,40,42,33,28,34,32,17,27
Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,ASV_226,62,49,54,54,52,40,47,31,63,47,51,19,0,4,7,0,2,0,2,1,4,3,2,2
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group,NA,ASV_227,101,85,61,85,74,49,16,7,30,15,27,28,1,2,1,3,2,0,2,0,0,2,2,0
Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA,NA,ASV_228,0,2,2,0,3,0,0,0,0,0,0,0,37,62,52,39,42,28,49,50,53,71,42,55
Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA,NA,ASV_229,43,88,53,55,39,61,18,13,17,5,21,19,15,37,40,13,21,18,3,1,0,0,1,0
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,NA,ASV_230,51,57,59,38,60,49,28,21,55,23,72,43,0,7,1,2,0,1,4,1,0,3,3,2
Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA,NA,ASV_231,49,57,32,50,38,21,32,22,28,13,36,35,16,23,19,17,11,11,17,9,9,15,7,13
Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,NA,ASV_232,20,20,6,9,16,12,2,0,1,3,4,1,29,46,47,49,21,35,48,48,55,52,25,31
Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA,NA,ASV_233,13,15,14,6,10,40,3,2,3,6,3,0,24,64,113,91,84,52,15,2,2,5,5,7
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_234,2,10,6,6,11,15,6,0,10,10,8,7,33,90,100,46,44,38,24,25,24,21,15,25
Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA,NA,ASV_235,35,58,30,37,49,34,47,41,42,27,65,61,1,0,0,1,0,0,8,4,10,13,4,5
Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA,NA,ASV_236,0,1,1,1,0,4,1,0,1,0,3,0,27,53,57,44,41,40,54,59,41,61,36,47
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_237,14,11,14,6,12,16,3,6,3,3,10,8,29,79,81,60,44,29,35,20,21,33,10,24
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_238,13,7,19,9,14,12,5,5,8,2,13,8,38,64,99,49,54,34,25,25,21,20,11,16
Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,NA,NA,NA,ASV_239,11,10,16,22,20,19,108,34,41,25,58,100,2,1,3,0,3,1,14,10,24,24,11,11
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,NA,ASV_240,43,39,23,33,29,37,36,18,20,17,36,30,11,34,39,26,31,23,7,11,5,10,5,4
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,NA,ASV_241,7,13,13,11,5,22,13,7,14,2,19,12,17,38,37,31,14,25,53,69,35,42,32,35
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_IV,NA,NA,ASV_242,39,49,35,26,28,40,47,28,40,44,88,50,5,1,4,1,0,1,8,2,9,7,4,4
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,NA,ASV_243,21,32,50,22,9,32,20,24,18,5,47,24,22,29,53,39,22,15,17,12,19,15,7,5
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,NA,ASV_244,54,138,51,84,69,70,15,3,3,5,9,22,6,5,8,5,4,5,0,1,0,0,1,0
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA,NA,ASV_245,9,22,3,12,29,16,60,26,60,44,100,159,0,1,1,1,3,0,3,1,3,1,1,1
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,NA,ASV_246,8,13,7,16,11,20,17,8,14,21,26,47,1,1,1,1,0,1,29,66,72,98,49,29
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassobius,NA,ASV_247,0,0,0,0,0,0,0,0,0,0,0,0,103,77,3,267,0,105,0,0,0,0,0,1
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_248,19,11,15,14,11,33,11,7,6,6,24,12,16,48,72,54,41,33,27,7,29,24,19,15
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,NA,ASV_249,0,0,1,1,5,4,2,3,2,1,3,1,23,31,56,40,41,17,63,74,46,59,52,29
Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA,NA,ASV_250,13,17,4,13,28,33,22,27,0,15,42,47,23,19,39,34,15,11,39,25,28,17,19,23
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA,NA,ASV_251,11,11,6,10,4,6,6,5,11,5,8,13,24,39,54,50,35,29,51,39,40,46,23,27
Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_CC9902,NA,ASV_252,67,95,44,93,67,113,3,10,4,3,11,21,2,4,4,3,0,2,0,0,1,0,0,0
Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA,ASV_253,23,33,17,33,46,24,57,25,45,49,31,40,0,1,5,4,5,2,7,23,22,31,14,9
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_254,14,26,42,30,16,22,20,11,22,6,38,27,17,38,47,42,28,10,16,12,14,20,14,14
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_255,5,10,6,4,2,2,6,8,18,15,29,9,1,10,11,12,4,1,83,53,55,66,63,72
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA,ASV_256,26,33,20,19,28,27,27,26,15,4,61,30,11,17,22,17,11,9,33,23,22,15,20,26
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_257,21,29,29,13,14,32,17,10,13,11,22,6,14,33,46,28,23,18,43,18,27,31,10,33
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_258,18,18,36,21,13,36,29,22,23,10,53,26,18,20,34,13,23,18,13,28,18,21,14,13
